normalized_area,display_area,total_appearances,member_count,member_names
borgland lab uses electrophysiology,borgland lab uses electrophysiology,1,1,Stephanie Borgland
behavioral neuropharmacology,behavioral neuropharmacology,1,1,Stephanie Borgland
drugs of abuse,drugs of abuse,1,1,Stephanie Borgland
vision related issues in the pediatric population,vision related issues in the pediatric population,1,1,Stephanie Dotchin
surgical outcomes for children,surgical outcomes for children,1,1,Stephanie Dotchin
in rare diseases,in rare diseases,1,1,Stephanie Dotchin
clinical care,clinical care,1,1,Stephanie Dotchin
outcomes based evaluation based research,outcomes-based evaluation-based research,1,1,Stephanie Knaak
interventions for reducing mental illness,interventions for reducing mental illness,1,1,Stephanie Knaak
development of program implementation models for healthcare,development of program implementation models for healthcare,1,1,Stephanie Knaak
scale development,scale development,1,1,Stephanie Knaak
development of a theoretical framework for,development of a theoretical framework for,1,1,Stephanie Knaak
living experience of mental health,living experience of mental health,1,1,Stephanie Knaak
substance use related structural stigma in healthcare environments,substance use-related structural stigma in healthcare environments,1,1,Stephanie Knaak
healthcare environments,healthcare environments,1,1,Stephanie Knaak
particularly as it relates to direct service delivery,particularly as it relates to direct service delivery,1,1,Stephanie Knaak
centre on workplace mental health,centre on workplace mental health,1,1,Stephanie Knaak
framing of public health messages,framing of public health messages,1,1,Stephanie Knaak
major recent projects include outcomes based evaluation based research,major recent projects include: outcomes-based evaluation-based research,1,1,Stephanie Knaak
workplace mental health,workplace mental health,1,1,Stephanie Knaak
development of program implementation models for healthcare and first response environments,development of program implementation models for healthcare and first response environments,1,1,Stephanie Knaak
validation study of key ingredients for effective anti stigma programming in healthcare environments,validation study of key ingredients for effective anti-stigma programming in healthcare environments,1,1,Stephanie Knaak
scale development and validation research for the oms hc and om patos stigma scales,scale development and validation research for the oms-hc and om-patos stigma scales,1,1,Stephanie Knaak
projects ember exploring mental health barriers in emergency rooms,projects ember - exploring mental health barriers in emergency rooms,1,1,Stephanie Knaak
ember exploring mental health barriers in emergency rooms,ember - exploring mental health barriers in emergency rooms,1,1,Stephanie Knaak
spasticity and peripheral nerve injury,spasticity and peripheral nerve injury,1,1,Stephen Michael McNeil
injury concussion prevention,injury & concussion prevention,1,1,Stephen West
injury burden,injury burden,1,1,Stephen West
journal of sports science,journal of sports science,1,1,Stephen West
submitted to international journal of sports science,submitted to international journal of sports science,1,1,Stephen West
877 injury events,877 injury events,1,1,Stephen West
south african journal of sports medicine,south african journal of sports medicine,1,1,Stephen West
international journal of sports medicine,international journal of sports medicine,1,1,Stephen West
british journal of sports medicine,british journal of sports medicine,1,1,Stephen West
journal of sport sciences 38 3,journal of sport sciences: 38 (3),1,1,Stephen West
sports 7 5,sports: 7(5),1,1,Stephen West
journal of sports science and medicine 17 3,journal of sports science and medicine: 17 (3),1,1,Stephen West
submitted to international journal of sports science and coaching,submitted to international journal of sports science and coaching,1,1,Stephen West
sports medicine in press,sports medicine (in press),1,1,Stephen West
clinical journal of sports medicine in press,clinical journal of sports medicine [in press],1,1,Stephen West
british journal of sports medicine 51,british journal of sports medicine:51,1,1,Stephen West
returning to play after prolonged training restrictions in professional collision sports,returning to play after prolonged training restrictions in professional collision sports,1,1,Stephen West
trends in match concussion incidence,trends in match concussion incidence,1,1,Stephen West
spine surgery,spine surgery,1,1,Steven Casha
biomarkers for differentiation of atherosclerotic,biomarkers for differentiation of atherosclerotic,1,1,Steven Peters
genetic causes,genetic causes,1,1,Steven Peters
social cognitive development,social-cognitive development,1,1,Susan Annetta Graham
research cognitive development speech language development summary dr,research cognitive development speech/language development summary dr,1,1,Susan Annetta Graham
these early emerging developmental issues are often long lasting and have cascading effects over development,these early-emerging developmental issues are often long-lasting and have cascading effects over development,1,1,Susan Annetta Graham
cognitive development speech language development summary dr,cognitive development speech/language development summary dr,1,1,Susan Annetta Graham
speech language development,speech/language development,1,1,Susan Annetta Graham
research areas of research cognitive development speech language development summary dr,research areas of research cognitive development speech/language development summary dr,1,1,Susan Annetta Graham
one year in the summit transforms mental health care for youth in calgary,"one year in, the summit transforms mental health care for youth in calgary",1,1,Susan Annetta Graham
biometrics for healthcare,biometrics for healthcare,1,1,Svetlana Yanushkevich
medical image processing,medical image processing,1,1,Svetlana Yanushkevich
biomedical signal processing,biomedical signal processing,1,1,Svetlana Yanushkevich
wearables for biomedical applications,wearables for biomedical applications,1,1,Svetlana Yanushkevich
biomedical data analysis and decision support,biomedical data analysis and decision support,1,1,Svetlana Yanushkevich
biomedical application,biomedical application,1,1,Svetlana Yanushkevich
biometrics for healthcare medical image processing biomedical signal processing wearables for biomedical applications,"biometrics for healthcare, medical image processing, biomedical signal processing, wearables for biomedical applications",1,1,Svetlana Yanushkevich
peripheral nerve injury,peripheral nerve injury,1,1,Tak Ho Chu
schwann cell biology,schwann cell biology,1,1,Tak Ho Chu
glial cells in the peripheral nervous system,glial cells in the peripheral nervous system,1,1,Tak Ho Chu
support neuron survival,support neuron survival,1,1,Tak Ho Chu
porcine schwann cells,porcine schwann cells,1,1,Tak Ho Chu
nerve derived schwann cells reveals many similarities,nerve-derived schwann cells reveals many similarities,1,1,Tak Ho Chu
subtle genomic,subtle genomic,1,1,Tak Ho Chu
research peripheral nerve injury,research peripheral nerve injury,1,1,Tak Ho Chu
more information pubmed,more information pubmed,1,1,Tak Ho Chu
molecular therapy methods clinical development,molecular therapy methods & clinical development,1,1,Tak Ho Chu
perineurial windows is critical for experimental reverse end to side nerve transfer,perineurial windows is critical for experimental reverse end-to-side nerve transfer,1,1,Tak Ho Chu
key domains of interest include the gut brain immune axis,key domains of interest include: the gut-brain-immune axis,1,1,Tamara Bodnar
immune function,immune function,1,1,Tamara Bodnar
clinical populations to include social determinants of health,clinical populations to include social determinants of health,1,1,Tamara Bodnar
examining outcomes in early life,examining outcomes in early life,1,1,Tamara Bodnar
developmental origins of health and disease,developmental origins of health and disease,1,1,Tamara Bodnar
developmental origins of health,developmental origins of health,1,1,Tamara Bodnar
disease broadly,disease broadly,1,1,Tamara Bodnar
an emphasis on risk vs resilience,an emphasis on risk vs. resilience,1,1,Tamara Bodnar
research developmental origins of health and disease broadly my research focuses on,"research developmental origins of health and disease broadly, my research focuses on",1,1,Tamara Bodnar
key domains of interest include the gut brain immune axis brain development immune function and neurodegeneration,"key domains of interest include: the gut-brain-immune axis, brain development, immune function, and neurodegeneration",1,1,Tamara Bodnar
developmental origins of health and disease broadly my research focuses on,"developmental origins of health and disease broadly, my research focuses on",1,1,Tamara Bodnar
rational pharmacotherapy,rational pharmacotherapy,1,1,Tamara Pringsheim
evidence based treatment for neurological,evidence-based treatment for neurological,1,1,Tamara Pringsheim
